docname,pre,keyword,post,id,date,id_day
text393,"also hits , there is destruction . but we will do everything to provide full protection to our sky . , terrorists always lose . freedom always wins . ,",thank you,"to everyone who fights and works for ukraine ! , eternal glory to our strong people ! , glory to ukraine !",393,2022-10-20,2
text394,", ladies and gentlemen ! , dear participants of our meeting ! ,",thank you,for your attention to ukraine ! your attention means that you really value freedom and are ready to defend it . this is what europe needs most now - unity,394,2022-10-21,1
text394,"europe as well . as long as terrorist states still exist . , let us do more together than any of our enemies can do together against us ! ,",thank you,"again for your attention ! , long live europe ! long live freedom ! , glory to ukraine !",394,2022-10-21,1
text398,"will continue our defense and , i am sure , we will defend ukraine and our freedom . our common freedom - of all democratic countries . , i sincerely",thank you,"for the award with which you honored this struggle of ours . , but isn't it time for your state to choose who you are with as well ? ,",398,2022-10-24,1
text398,"the full-scale war , and we saw - we are supported in the promised land . i believe that we will see support in the sky as well . ,",thank you,"for your attention and i wish you all peace and victory ! , glory to ukraine !",398,2022-10-24,1
text399,"the world , this is multifaceted cooperation in un structures . thanks for all your help with this ! and i believe that we can achieve even more . ,",thank you,"to everyone who fights and works for ukraine ! eternal glory to our warriors ! eternal glory to our strong people ! eternal gratitude to our friends ! , glory",399,2022-10-24,2
text400,", good afternoon , dear friends ! , i congratulate you on behalf of the ukrainian people ! and",thank you,"for this conference , which brings the return of normal life to our country closer . , i have now heard the speech of mr . chancellor and i have",400,2022-10-25,1
text400,"is irreversible . a united , strong , free and values-based europe . peaceful europe ! this is possible only with ukraine . , i would also like to immediately",thank you,", mrs . president of the european commission , for your sincere and consistent support of our country . , i know that you , mrs . ursula , share",400,2022-10-25,1
text400,"remember the third element as well - “ what ” . we need to fill our work with real funding - for the sake of restoring ukraine . , i",thank you,"- the european union as a whole and each eu country in particular that helps - for the support already provided to our state . however , we should give",400,2022-10-25,1
text400,"directing russian assets to compensate for the losses caused by the russian war . , i urge you to devote time to this issue today as well . , i",thank you,"for your attention ! thank you for your support ! , glory to ukraine !",400,2022-10-25,1
text400,"the losses caused by the russian war . , i urge you to devote time to this issue today as well . , i thank you for your attention !",thank you,"for your support ! , glory to ukraine !",400,2022-10-25,1
text401,", ladies and gentlemen ! , i",thank you,"for participating in the first parliamentary summit of the crimea platform ! , i am grateful to our croatian friends for hosting , thank you , ruslan , for a",401,2022-10-25,2
text401,"and gentlemen ! , i thank you for participating in the first parliamentary summit of the crimea platform ! , i am grateful to our croatian friends for hosting ,",thank you,", ruslan , for a strong start ! , thank you all for your kind words about ukraine and the ukrainian crimea , where we will definitely meet again -",401,2022-10-25,2
text401,"first parliamentary summit of the crimea platform ! , i am grateful to our croatian friends for hosting , thank you , ruslan , for a strong start ! ,",thank you,"all for your kind words about ukraine and the ukrainian crimea , where we will definitely meet again - very soon , i'm sure of it . at the summit",401,2022-10-25,2
text401,"occupiers and peaceful . as soon as we return our national flag there . , this part of europe has been waiting for distinguished guests for too long . ,",thank you,"for your attention ! thank you for your support ! thanks again to croatia as the host country for our summit . thank you , mr . prime minister plenković",401,2022-10-25,2
text401,"as we return our national flag there . , this part of europe has been waiting for distinguished guests for too long . , thank you for your attention !",thank you,"for your support ! thanks again to croatia as the host country for our summit . thank you , mr . prime minister plenković - i am glad to see",401,2022-10-25,2
text401,"guests for too long . , thank you for your attention ! thank you for your support ! thanks again to croatia as the host country for our summit .",thank you,", mr . prime minister plenković - i am glad to see and hear you - and mr . speaker jandroković for your hospitality . , glory to ukraine !",401,2022-10-25,2
text405,"but also around the world . this is an extremely powerful example for all our partners . , canada is the first country to offer such a support tool .",thank you,", justin , mr . prime minister ! thank you , chrystia freeland , a true friend of ukraine ! , glory to all who help ukraine fight for freedom",405,2022-10-28,2
text405,"powerful example for all our partners . , canada is the first country to offer such a support tool . thank you , justin , mr . prime minister !",thank you,", chrystia freeland , a true friend of ukraine ! , glory to all who help ukraine fight for freedom ! , glory to all our heroes ! , glory",405,2022-10-28,2
text406,",",thank you,"so much to everybody for the support ! thank you for the honor of addressing you today . , dear mr . rector ! , dear senators ! i also",406,2022-10-29,1
text406,", thank you so much to everybody for the support !",thank you,"for the honor of addressing you today . , dear mr . rector ! , dear senators ! i also know you well . thank you for being with us",406,2022-10-29,1
text406,"for the support ! thank you for the honor of addressing you today . , dear mr . rector ! , dear senators ! i also know you well .",thank you,"for being with us , supporting us in kyiv . , thank you to the honorable professorial team and students ! , dear friends ! , i am glad to",406,2022-10-29,1
text406,". , dear mr . rector ! , dear senators ! i also know you well . thank you for being with us , supporting us in kyiv . ,",thank you,"to the honorable professorial team and students ! , dear friends ! , i am glad to welcome you all and thank you for your attention to ukraine ! ,",406,2022-10-29,1
text406,", supporting us in kyiv . , thank you to the honorable professorial team and students ! , dear friends ! , i am glad to welcome you all and",thank you,"for your attention to ukraine ! , i watched this video , a beautiful video made with heart and soul . beautiful , but at the same time very tragic",406,2022-10-29,1
text406,"nine months . , dear friends ! , on behalf of the ukrainian people , i want to thank your people for the support you provide to our defense .",thank you,"to your leaders – president biden , both chambers and parties of congress , public figures and businesses who feel how important it is for ukrainian democracy to endure .",406,2022-10-29,1
text408,"in the siversk direction , as well as the warriors of the 25th sicheslav separate airborne brigade for determination during the liberation of our territory , for special energy .",thank you,", warriors ! , the warriors - border guards of the chop detachment , who are currently protecting our state in the donetsk region as part of the defense forces",408,2022-10-30,1
text408,"ukraine , for its part , will do everything to ensure that the grain export initiative continues to work . and i thank everyone who helps our state ! ,",thank you,"to everyone who fights and works for our victory ! thank you to everyone who shows concern for others under these circumstances ! , glory to ukraine !",408,2022-10-30,1
text408,"the grain export initiative continues to work . and i thank everyone who helps our state ! , thank you to everyone who fights and works for our victory !",thank you,"to everyone who shows concern for others under these circumstances ! , glory to ukraine !",408,2022-10-30,1
text409,", ladies and gentlemen ! dear defenders of the law and human rights ! , greetings to all of you – participants of the international bar association meeting and",thank you,"for your attention to the ukrainian struggle for freedom . , this year , your association celebrated its 75th anniversary . it was on february 17 - a week before",409,2022-10-31,1
text409,"be inscribed in the world history of the protection of freedom and law and order - for all people , for all countries , for all times . , i",thank you,for the already started cooperation of your association with the ukrainian office of the prosecutor general and for your initiatives that help us fight for justice for all the victims,409,2022-10-31,1
text409,"that the law is effective , that the law works , that every war crime will be investigated , and every war criminal will be brought to justice . ,",thank you,"for your attention ! long live freedom and let justice prevail ! , glory to ukraine !",409,2022-10-31,1
text410,"ukraine , who perform tasks in the donetsk region . they perform them accurately and efficiently . they skillfully defend their positions and put significant pressure on the rashists .",thank you,"for this , guys ! , thank you to all those who make russia get used to the idea that neither the army , nor terror , nor anything else",410,2022-10-31,2
text413,"for courage and bravery "" . these are the 43rd separate artillery brigade named after hetman taras triasylo and the 44th separate artillery brigade named after hetman danylo apostol .",thank you,"guys for your precision ! , ukrainian engineering troops are exactly those warriors who make a vital contribution to the advancement of our units , and therefore to the liberation",413,2022-11-03,1
text414,were shot down by the unit of the 301st nikopol anti-aircraft missile regiment . two kalibrs were destroyed by the units of the south and center air commands . i,thank you,"warriors for this result ! , in the south , as usual , the fighters of the 59th separate motorized infantry brigade named after yakov handziuk have good results .",414,2022-11-04,1
text415,"russian shelling and provocations . in some border areas of our country , terrorists use mortar fire and there is a constant threat of rocket attacks almost every day .",thank you,", guys , for your persistence and endurance ! , this week it was possible to ensure the continuation of the operation of the grain corridor in the black sea",415,2022-11-05,1
text417,"happen again . these are completely understandable conditions . , today i signed the decree on awarding our heroes . 396 ukrainian servicemen were honored with state awards . ,",thank you,"to everyone who fights for ukraine ! , thank you to everyone who works for our victory ! , thank you to all our partners who help us defend freedom",417,2022-11-07,1
text417,"today i signed the decree on awarding our heroes . 396 ukrainian servicemen were honored with state awards . , thank you to everyone who fights for ukraine ! ,",thank you,"to everyone who works for our victory ! , thank you to all our partners who help us defend freedom ! , glory to ukraine !",417,2022-11-07,1
text418,"words we have been dreaming of … until we hear that peace has finally been restored . democracies must not stop on their way to the victory . , i",thank you,"for your attention ! , thank you for your support – president biden , both parties of the congress , and every american citizen ! please know that you support",418,2022-11-08,1
text418,"until we hear that peace has finally been restored . democracies must not stop on their way to the victory . , i thank you for your attention ! ,",thank you,"for your support – president biden , both parties of the congress , and every american citizen ! please know that you support not just a country or its leader",418,2022-11-08,1
text419,"everyone who takes seriously the need to protect life on the earth for the benefit of all people – all nations , all classes , all cultures . , i",thank you,"for your attention . , слава україні !",419,2022-11-08,2
text421,"schedule . , i spoke today with the prime minister of the netherlands , mark rutte . just about recovering our energy sector , protection of the ukrainian sky .",thank you,"for your willingness to help ! , separately , we discussed the export grain initiative , the fundamental need to extend and expand our grain exports . we agreed to",421,2022-11-09,1
text423,", us veterans ! , on behalf of all ukrainians , happy veterans day and",thank you,"for your service ! , for almost 250 years the men and women of the united states armed forces have prevailed against tyranny often against great odds . , your",423,2022-11-11,1
text425,"brigade , the 110th separate mechanized brigade , the 56th separate motorized infantry brigade and the 55th zaporizka sich separate artillery brigade , which supports everyone there . . .",thank you,", soldiers , for your courage , for your bravery ! , and i join the thanks and wishes that have already been heard from the people of kherson by",425,2022-11-12,1
text425,"63rd separate mechanized brigades and the 59th separate motorized infantry brigade , our intelligence officers , our fighters of the special operations forces and national guardsmen . well done .",thank you,"all for the brilliant performance of tasks for the liberation of kherson ! , it will be the same in henichesk and melitopol . we will also come to all",425,2022-11-12,1
text428,", the same goes for the crazy threats of nuclear weapons that russian officials resort to . there are and cannot be any excuses for nuclear blackmail . and i",thank you,", dear g-19 , for making this clear . , however , please use all your power to make russia abandon nuclear threats . the basis for such efforts can",428,2022-11-15,1
text428,"freedom and to restore peace . , let our joint efforts be crowned with success as soon as possible and be reflected in the outcomes of this summit . ,",thank you,"for the invitation ! , glory to ukraine !",428,2022-11-15,1
text430,"to help . our security experience is your security experience . , and please remember that everything must now be considered from the point of view of security . ,",thank you,"mr . president widodo for a very meaningful summit ! thank you all for your support ! , let there be peace ! , glory to ukraine !",430,2022-11-16,1
text430,"and please remember that everything must now be considered from the point of view of security . , thank you mr . president widodo for a very meaningful summit !",thank you,"all for your support ! , let there be peace ! , glory to ukraine !",430,2022-11-16,1
text431,"and hear , studio workers , producers , editorial staff , whom society usually does not see and hear , but without whom this industry simply would not exist .",thank you,"all for your work for ukrainians ! , today there was a rather long interview . i also held an "" off the record "" meeting for journalists – specifically",431,2022-11-16,2
text432,", ladies and gentlemen ! ,",thank you,"for your attention to ukraine ! , our communication today actually finalizes the work of your forum , it is symbolic . , symbolic , because the global situation directly",432,2022-11-17,1
text432,"russia for terror . and it is necessary to preserve global rationality - and cooperate with us for the sake of future development already now . , once again ,",thank you,"for your attention ! , and let there be reliable peace . , glory to ukraine !",432,2022-11-17,1
text434,"people . the more collective efforts are made , the sooner we will force russia to leave the territory of ukraine and fulfill its obligations to the world . ,",thank you,"for your attention ! , thank you for your support , ireland ! , glory to ukraine !",434,2022-11-18,1
text434,"made , the sooner we will force russia to leave the territory of ukraine and fulfill its obligations to the world . , thank you for your attention ! ,",thank you,"for your support , ireland ! , glory to ukraine !",434,2022-11-18,1
text435,"commanders and soldiers . the sergeant corps is the true backbone of the army , and i thank all of our sergeants who live up to those words . ,",thank you,"to each and everyone who is currently serving in our defense forces ! , thank you to everyone who made the defense of ukraine a part of their personal destiny",435,2022-11-18,2
text437,"meaningful visit . we managed to discuss all the key issues of our relations . there will be new results for both our countries – that's for sure . ,",thank you,", rishi , mr . prime minister , for your willingness to defend freedom even more strongly with us . we also have some very necessary decisions – we agreed",437,2022-11-19,2
text437,"they will be soon . we will provide everything that is needed for our protection . , we involve everyone who can be involved in supporting our state . ,",thank you,"to everyone who works for ukraine ! , thank you to everyone who fights for ukraine ! , thanks to everyone in the world who helps ! , glory to",437,2022-11-19,2
text437,"is needed for our protection . , we involve everyone who can be involved in supporting our state . , thank you to everyone who works for ukraine ! ,",thank you,"to everyone who fights for ukraine ! , thanks to everyone in the world who helps ! , glory to ukraine !",437,2022-11-19,2
text438,"return of peace is possible ! but it is possible when everyone in the world understands that no one in the world deserves a single day of terror . ,",thank you,"for your attention ! , thank you for your support ! , glory to ukraine !",438,2022-11-20,1
text438,"it is possible when everyone in the world understands that no one in the world deserves a single day of terror . , thank you for your attention ! ,",thank you,"for your support ! , glory to ukraine !",438,2022-11-20,1
text439,"by little we are moving forward with battles . as of now , there have been almost 400 shelling occasions in the east since the beginning of the day .",thank you,"to each and everyone who holds positions and helps our defense forces . , south - we are holding the line , consistently and very calculatedly destroying the potential of",439,2022-11-20,2
text441,"! , dear attendees ! , dear representatives of spain and all other countries of the alliance ! , dear friends ! , i am glad to see you and",thank you,"for all the kind words that have just been spoken and will be spoken in the assembly in our support - in support of the struggle for freedom . ,",441,2022-11-21,2
text442,"a historic opportunity to defend ukrainian freedom once and for all . , i believe that it will be so . , i thank everyone who supports our country !",thank you,"to everyone who fights and works for ukraine ! eternal glory and honor to all those who gave their lives for the freedom of our people ! , glory to",442,2022-11-21,3
text443,"specific as well ! specific in help . and to support the protection of our cities and communities against terror . together we can definitely do it . , i",thank you,"for your attention ! , thank you for your support ! , glory to ukraine !",443,2022-11-22,1
text443,". and to support the protection of our cities and communities against terror . together we can definitely do it . , i thank you for your attention ! ,",thank you,"for your support ! , glory to ukraine !",443,2022-11-22,1
text444,"people from 93 countries joined this initiative of ours ! we are gradually building the ukrainian fleet of naval drones ! , i thank everyone who supports us ! ,",thank you,"to everyone who fights and works for ukraine ! , thank you to everyone who helps loved ones get through this difficult time ! , glory to ukraine !",444,2022-11-22,2
text445,"the un charter . we must and can return real meaning to all things - and above all to the un charter . , your decisions are needed ! ,",thank you,"for the opportunity ! , thank you for your attention ! , glory to ukraine !",445,2022-11-24,1
text445,"can return real meaning to all things - and above all to the un charter . , your decisions are needed ! , thank you for the opportunity ! ,",thank you,"for your attention ! , glory to ukraine !",445,2022-11-24,1
text447,", dear madam president , , dear speakers of the sejm and senate of poland , , ladies and gentlemen ! ,",thank you,"for the opportunity to address you . , today is exactly 9 months from the day when russia started a criminal and unprovoked full-scale war against ukraine . , our",447,2022-11-24,3
text447,"all national and international opportunities to put pressure on the terrorist state . be leaders in this - and you will be leaders of the movement towards peace . ,",thank you,"for your attention ! , thank you to everyone for supporting ukraine ! , i believe that we will restore peace ! , glory to ukraine !",447,2022-11-24,3
text447,"pressure on the terrorist state . be leaders in this - and you will be leaders of the movement towards peace . , thank you for your attention ! ,",thank you,"to everyone for supporting ukraine ! , i believe that we will restore peace ! , glory to ukraine !",447,2022-11-24,3
text448,"to return every ukrainian man and woman who are still being held by the occupiers . , i thank everyone who supports ukraine in this extremely difficult time ! ,",thank you,"to everyone who fights and works for our country ! , we endured nine months of the full-scale war and russia hasn’t found a way to break us . and",448,2022-11-24,4
text449,", dear friends ! , dear colleagues ! , dear gitanas ,",thank you,"for the invitation to take part in this discussion in kaunas . , this year we all saw a very important thing . , it's like any athlete that can",449,2022-11-25,1
text449,"this is our life . , and this is our path that we can endure . just as this winter and this war . all europeans together . , i",thank you,"for your attention ! , thank you for your continued support ! , glory to ukraine !",449,2022-11-25,1
text449,"this is our path that we can endure . just as this winter and this war . all europeans together . , i thank you for your attention ! ,",thank you,"for your continued support ! , glory to ukraine !",449,2022-11-25,1
text450,"and conducting counter-offensive actions . as well as the border guards of the lviv and mohyliv-podilsky detachments , who are ferocious in defense of the bakhmut and avdiyivka directions .",thank you,", warriors ! , thank you to everyone who fights for our country ! who is doing everything to suppress the occupiers that are shelling , unfortunately , kherson ,",450,2022-11-25,2
text450,"well as the border guards of the lviv and mohyliv-podilsky detachments , who are ferocious in defense of the bakhmut and avdiyivka directions . thank you , warriors ! ,",thank you,"to everyone who fights for our country ! who is doing everything to suppress the occupiers that are shelling , unfortunately , kherson , zaporizhzhia , and our other cities",450,2022-11-25,2
text450,"who fights for our country ! who is doing everything to suppress the occupiers that are shelling , unfortunately , kherson , zaporizhzhia , and our other cities . ,",thank you,"to everyone who works for ukraine and ukrainians ! to everyone who brings heat , water , electricity and communication back to people . , glory to our indestructible people",450,2022-11-25,2
text451,"in ukraine , the food and agriculture organization of the united nations . i believe that the mix is strong enough for the first such initiative . i want to",thank you,"all . , based on the results of the summit , we will issue a joint statement . it will remain open for accession by interested parties . however ,",451,2022-11-26,1
text452,"week alone , we returned 98 of our people from captivity to ukraine . we will return all the others . , thanks to everyone who helps us ! ,",thank you,"to every leader who works with us for the sake of european and global security ! , glory to our soldiers and our indestructible people ! eternal memory to all",452,2022-11-26,2
text454,"korea . japan - from the first days . and also nato and , of course , the un . , i am thankful to everyone who participates ! ,",thank you,to everyone who helps ukraine implement our peace formula ! i am sure that it can be fully implemented - all points just as the point on food security .,454,2022-11-28,1
text455,"and the black sea . that is why it is the world’s fair . , may the victory of freedom and our striving for peace become widely seen ! ,",thank you,"for your attention ! , glory to ukraine !",455,2022-11-29,1
text464,"of the armed forces of ukraine - with words of gratitude , feelings of gratitude , tears of gratitude . , i am sure , millions of times today """,thank you,""" was said or simply thought in ukraine . , i am thankful to the warriors of our army and all formations of the defense forces of ukraine . ,",464,2022-12-06,1
text465,"need to continue to have the same strong american leadership that we have seen during these 286 days and always . i believe that it will be so . ,",thank you,"for your attention ! thank you for this honorable title ! and thank you to every american for always helping those who fight for freedom ! , god bless america",465,2022-12-07,1
text465,"same strong american leadership that we have seen during these 286 days and always . i believe that it will be so . , thank you for your attention !",thank you,"for this honorable title ! and thank you to every american for always helping those who fight for freedom ! , god bless america ! , god bless ukraine !",465,2022-12-07,1
text465,"during these 286 days and always . i believe that it will be so . , thank you for your attention ! thank you for this honorable title ! and",thank you,"to every american for always helping those who fight for freedom ! , god bless america ! , god bless ukraine ! , слава україні !",465,2022-12-07,1
text466,", ladies and gentlemen ! , i greet you from ukraine and",thank you,"for supporting our fight for freedom ! , i want you to know what this support means . what american aid means to our defense against russian terror . ,",466,2022-12-07,2
text466,"believe that thanks to your support in particular , we will be able to say one day that all ukraine is finally free and safe from russian terror . ,",thank you,"for your attention ! , thank you for the ripple of hope that we raised together this year ! , слава україні !",466,2022-12-07,2
text466,"particular , we will be able to say one day that all ukraine is finally free and safe from russian terror . , thank you for your attention ! ,",thank you,"for the ripple of hope that we raised together this year ! , слава україні !",466,2022-12-07,2
text468,", ladies and gentlemen ! , i",thank you,for this award to the ukrainian people . and i mean it – it is destined to all ukrainians . because leaders can be truly influential only when they represent,468,2022-12-08,1
text468,", i believe that ukrainians will be the most influential next year as well . but – already in peacetime . , thanks to everyone who supports us ! ,",thank you,", politico , for being always unbiased ! , слава україні !",468,2022-12-08,1
text470,"of the ukrainian national flag and our people’s achievements . , this is the free world spirit . and let's do everything for our spirit to win ! , i",thank you,"for your attention ! , thank you for supporting ukraine ! , слава україні !",470,2022-12-09,1
text470,"people’s achievements . , this is the free world spirit . and let's do everything for our spirit to win ! , i thank you for your attention ! ,",thank you,"for supporting ukraine ! , слава україні !",470,2022-12-09,1
text471,", mr . president erdoğan ! , mr . prime minister rama ! , dear friends ! ,",thank you,for your attention to ukraine and now i would like to address the entire audience gathered by this forum . a powerful audience . powerful is not a random word,471,2022-12-09,2
text471,". , already in july , exports resumed - thanks to our joint power . , let this power work in everything else that is needed for peace ! ,",thank you,", türkiye , for your support ! , thank you , mr . president ! , glory to ukraine !",471,2022-12-09,2
text475,"sanctions were applied against seven people . we are doing everything to ensure that the aggressor state does not have a single string of ukrainian society to pull . ,",thank you,"to everyone who protects our country ! , thank you to everyone who fights for ukraine ! , eternal memory to all those whose lives were taken by russian terrorists",475,2022-12-11,1
text475,"everything to ensure that the aggressor state does not have a single string of ukrainian society to pull . , thank you to everyone who protects our country ! ,",thank you,"to everyone who fights for ukraine ! , eternal memory to all those whose lives were taken by russian terrorists ! , glory to ukraine !",475,2022-12-11,1
text476,", i",thank you,", mr . chancellor , for your words of support and for convening this summit . , for the opportunity to thank all of you , dear friends , for",476,2022-12-12,1
text476,large-scale military and economic support as well as the support with sanctions . the us has united the free world and established a solid foundation of our security solidarity .,thank you,", mr . president ! our phone call yesterday was substantive , thank you very much . , i am grateful to canada and all canadians for making every ukrainian",476,2022-12-12,1
text476,"us has united the free world and established a solid foundation of our security solidarity . thank you , mr . president ! our phone call yesterday was substantive ,",thank you,"very much . , i am grateful to canada and all canadians for making every ukrainian feel the sheer power of our friendship . thank you for solidarity in understanding",476,2022-12-12,1
text476,"yesterday was substantive , thank you very much . , i am grateful to canada and all canadians for making every ukrainian feel the sheer power of our friendship .",thank you,"for solidarity in understanding that russian aggression is a no local event , but a truly global threat - a threat to everyone on earth . thank you , mr",476,2022-12-12,1
text476,"friendship . thank you for solidarity in understanding that russian aggression is a no local event , but a truly global threat - a threat to everyone on earth .",thank you,", mr . prime minister ! , i am grateful to japan and every japanese for the strong leadership in asia for the sake of protecting the freedom and basic",476,2022-12-12,1
text476,as for the solidarity over the point that no threats brought by the russian war should ruin the lives of our nation and all other nations of this planet .,thank you,", mr . prime minister ! , i am grateful to the united kingdom and all of his majesty's subjects for being the first in europe to provide ukraine with",476,2022-12-12,1
text476,"the first in europe to provide ukraine with lethal weapons , for solidarity in building a powerful army , and for the unwavering belief in the victory over evil .",thank you,", mr . prime minister ! , i am grateful to france and all the french people for reinforcing our artillery and for supporting ukraine both nationally and at the",476,2022-12-12,1
text476,level of local communities . i am grateful for your solidarity in the vision of the european future - free and equal for all the nations of our continent .,thank you,", mr . president ! , i am grateful to italy and all italians for the timely and unhesitating provision of security and financial support . i am grateful to",476,2022-12-12,1
text476,"am grateful to you for solidarity in respect for human dignity , because russia wants to deprive all free nations of their dignity , and not only in europe .",thank you,", madam prime minister ! , i am grateful to germany and every german for the wonderful irises and for everything that helps us save people and maintain social stability",476,2022-12-12,1
text476,"social stability despite russia’s terror . no matter how russia would blackmail us , we are confident about german solidarity in condemning the genocidal policy of russia remaining strong .",thank you,", mr . chancellor ! , mr . michel ! mrs . ursula ! i thank the european union , you personally and every eu country for uniting our community",476,2022-12-12,1
text476,"russia responds , it is we , the free world , who should keep the initiative just as it was throughout this year – since february 24th . , i",thank you,"for your attention ! i thank germany for this very effective chairmanship and i believe that japan's chairmanship will be absolutely effective as well . , thank you once again",476,2022-12-12,1
text476,", i thank you for your attention ! i thank germany for this very effective chairmanship and i believe that japan's chairmanship will be absolutely effective as well . ,",thank you,"once again for your historic support ! , glory to ukraine !",476,2022-12-12,1
text478,". finally stop . , energy is one of the keys to this . i believe that this key will be in our hands , in your hands . ,",thank you,"for your attention ! , once again , thank you , mr . president , emmanuel , for organizing this conference . i count on very specific decisions . ,",478,2022-12-13,1
text478,"keys to this . i believe that this key will be in our hands , in your hands . , thank you for your attention ! , once again ,",thank you,", mr . president , emmanuel , for organizing this conference . i count on very specific decisions . , thank you ! , glory to ukraine !",478,2022-12-13,1
text479,",",thank you,"very much . , thank you to all the attendees . , thank you , emmanuel , for all the words - the words of support - that you just",479,2022-12-13,2
text479,", thank you very much . ,",thank you,"to all the attendees . , thank you , emmanuel , for all the words - the words of support - that you just said . , the words of",479,2022-12-13,2
text479,", thank you very much . , thank you to all the attendees . ,",thank you,", emmanuel , for all the words - the words of support - that you just said . , the words of support for our society , ukraine . thank",479,2022-12-13,2
text479,"you , emmanuel , for all the words - the words of support - that you just said . , the words of support for our society , ukraine .",thank you,"very much for the news - it is important , pragmatic , yet very important and pleasant regarding the large contribution , regarding the support for ukraine in the amount",479,2022-12-13,2
text479,"amount of 1 billion - it is really very important for us . , and i want to say in general , mr . president , i feel it and",thank you,"once again for the fact that this day really became the day of ukraine in france . , this is extremely important - and not only for our country .",479,2022-12-13,2
text479,"in the city of izyum . this is one of those projects for which olena’s foundation raises funds . , today , the foundation will be presented in france ,",thank you,"for that . all areas of its work will be presented . these are education , healthcare and humanitarian aid . , in each of these directions , people ,",479,2022-12-13,2
text479,"and the more reliable peace will be , which , i am sure , we will be able to return to our country and all of europe . , i",thank you,"for your attention ! , thank you , emmanuel . , please be proactive today in your communication with our government officials . , long live france ! , glory",479,2022-12-13,2
text480,"the liquidation of the district administrative court of kyiv . this story is over . and the story of reforms continues - continues even during such a war . ,",thank you,"to everyone who works for ukraine ! , thank you to everyone who is fighting for our independence , who is currently at the front , who is currently struggling",480,2022-12-13,3
text480,"this story is over . and the story of reforms continues - continues even during such a war . , thank you to everyone who works for ukraine ! ,",thank you,"to everyone who is fighting for our independence , who is currently at the front , who is currently struggling ! we support you , we strongly believe in you",480,2022-12-13,3
text481,"of the military . , you provided us with humanitarian support and you always help on international platforms . , we in ukraine appreciate all this very much . i",thank you,"again for this support ! , but i would like to offer you something more . , various dictators and aggressors always do not realize that the strength of the",481,2022-12-13,4
text481,"the eighth point of the formula - for the sake of countering ecocide . , let russia be held to account for all manifestations of its aggression . , i",thank you,"for your attention ! , nga mihi ! , glory to ukraine !",481,2022-12-13,4
text482,"of all ukrainian men , all ukrainian women , all adults and children , all soldiers , all civilians , whose lives were taken by this disgraceful war ! ,",thank you,"very much ! , dear friends ! it is necessary to act now - without waiting for the end of the war - to hold to account all those who",482,2022-12-14,1
text482,"of tragedies on our continent , in the history of crimes against humanity and humanness committed on our land . , i believe that it will be so ! ,",thank you,"for your support ! thank you for celebrating our struggle - for this award ! , i thank you personally , roberta , for supporting us - you came to",482,2022-12-14,1
text482,"in the history of crimes against humanity and humanness committed on our land . , i believe that it will be so ! , thank you for your support !",thank you,"for celebrating our struggle - for this award ! , i thank you personally , roberta , for supporting us - you came to kyiv in a difficult , dangerous",482,2022-12-14,1
text482,". , i believe that it will be so ! , thank you for your support ! thank you for celebrating our struggle - for this award ! , i",thank you,"personally , roberta , for supporting us - you came to kyiv in a difficult , dangerous time , for supporting our reforms , our movement into european structures ,",482,2022-12-14,1
text484,"the invasion . this liberation showed the world that our common defense is not something accidental , but an inalienable and unstoppable force of ours . , , and i",thank you,"for the large-scale and multifaceted assistance to ukraine , which allows us to return freedom to our people , our cities , our villages . nothing else proves the strength",484,2022-12-15,1
text484,"clearly than the tears of gratitude in the eyes of the people we are liberating from the russian occupation - in particular , thanks to your support . , i",thank you,"very much ! , during these six months , we started the construction of an air shield for ukraine , and therefore - the creation of one of the key",484,2022-12-15,1
text484,"and for europe , when we are together , nothing is impossible . we will defeat any terror , we will implement any of our joint tasks . , i",thank you,"for your attention ! and i thank you for the support ! , i would like to express special gratitude for your steps on sanctions over the past six months",484,2022-12-15,1
text484,", nothing is impossible . we will defeat any terror , we will implement any of our joint tasks . , i thank you for your attention ! and i",thank you,"for the support ! , i would like to express special gratitude for your steps on sanctions over the past six months , for the package of financial support for",484,2022-12-15,1
text484,"the ninth package of eu sanctions against russia . this is our protection . please understand that ! , i hope that already in january we will be able to",thank you,"for the first tranche of this macro-financial package . , thanks again for your attention ! , long live europe ! , glory to ukraine !",484,2022-12-15,1
text485,"russian oligarch who helps the terrorist state and all russian officials and propagandists to account for everything they do . do against ukraine , against freedom as such . ,",thank you,"to everyone who fights and works for ukraine ! thank you to everyone who holds the front in donbas , in the south , who holds the border , who",485,2022-12-15,2
text486,"protect kyiv region , were especially effective . over 40 terrorists ' missiles were destroyed in the sky of the central regions of the country and near kyiv . i",thank you,", warriors ! , but , unfortunately , there is a hit . terrorists need such a large number of missiles in an attack that at least part of their",486,2022-12-16,1
text489,". they are very important , and they are about the priorities you’ve mentioned . , dear friends , dear leaders ! , first of all , i want to",thank you,"all for supporting ukraine and our struggle for freedom . when i participated in this format of ours last time , and it was on the twentieth day of a",489,2022-12-19,1
text489,"invasion , i called on you : help ukraine and through it - help yourself . this is exactly how we have been acting all these months . and i",thank you,"all for that , for your great support ! , that is why we see the most important thing - that russian aggression can and must fail . and our",489,2022-12-19,1
text489,"same level as this year . , and we already see tangible results . , nasams which have already been given to us , significantly strengthened our defense . i",thank you,"for this ! , i am asking you to increase the supply of such systems and missiles for them . , mrs . minister of defense of the netherlands !",489,2022-12-19,1
