collocation,count,count_nested,length,lambda,z
zelenska foundation,2,0,2,10.760346700640856,6.144520092657401
defends freedom,2,0,2,4.468325038260123,6.14430734341794
with great,3,0,2,3.770815820297586,6.142703414975218
know what,1,0,2,5.94912131690972,6.141833067114459
its history,1,0,2,5.949121316909719,6.141833067114458
operational decisions,1,0,2,5.949121316909719,6.141833067114458
please use,1,0,2,5.949121316909719,6.141833067114458
protect our,5,0,2,3.5738454988663753,6.140027695833378
been helped,1,0,2,5.931183616223051,6.139125436120408
ukrainians do,1,0,2,5.931183616223051,6.139125436120408
lithuanian people,3,0,2,6.022238746906124,6.130380052891602
will use,2,0,2,4.747350595238956,6.129277049166966
everyone here,4,0,2,3.781178430373072,6.128271076245381
taken by,4,0,2,9.310402091166432,6.12679011911385
her character,2,0,2,10.249450325495186,6.125140741143337
restores normal,2,0,2,10.249450325495186,6.125140741143337
true friend,2,0,2,10.249450325495186,6.125140741143337
white hall,2,0,2,10.249450325495186,6.125140741143337
zaporizka sich,2,0,2,10.249450325495186,6.125140741143337
areas anywhere,2,0,2,10.249450325495182,6.125140741143334
infrastructure objects,2,0,2,10.249450325495182,6.125140741143334
von blumenthal,2,0,2,10.249450325495182,6.125140741143334
von der,2,0,2,10.249450325495182,6.125140741143334
will never,2,0,2,5.536021069193576,6.1206485785901865
now i,3,0,2,3.6038981007927626,6.1176532450021845
ukrainian struggle,2,0,2,4.444997173539733,6.115357722179766
reconnaissance separate,2,0,2,4.729421929881549,6.107753044010582
when it,2,0,2,4.314087111214615,6.102226140224077
80th separate,2,0,2,5.518092418976377,6.1020160104742205
anti-tank missile,1,0,2,7.304515946460156,6.089915382373635
i'm thankful,1,0,2,7.304515946460156,6.089915382373635
italy stands,1,0,2,7.304515946460156,6.089915382373635
long-range missile,1,0,2,7.304515946460156,6.089915382373635
netherlands stands,1,0,2,7.304515946460156,6.089915382373635
restoring security,1,0,2,7.304515946460156,6.089915382373635
same wish,1,0,2,7.304515946460156,6.089915382373635
sich artillery,1,0,2,7.304515946460156,6.089915382373635
sweden stands,1,0,2,7.304515946460156,6.089915382373635
sweden supports,1,0,2,7.304515946460156,6.089915382373635
energy industry,1,0,2,7.304515946460155,6.0899153823736345
two qualities,1,0,2,7.304515946460155,6.0899153823736345
russia started,1,0,2,6.014494413662285,6.0882553172892795
taking special,1,0,2,6.014494413662285,6.0882553172892795
full-scale war,1,0,2,6.5189702811251715,6.08761247548412
large-scale energy,1,0,2,6.5189702811251715,6.08761247548412
law can,1,0,2,6.5189702811251715,6.08761247548412
signals were,1,0,2,6.5189702811251715,6.08761247548412
international commission,1,0,2,6.518970281125171,6.087612475484119
demining energy,1,0,2,6.18242723300414,6.084489242713043
enemy assaults,1,0,2,6.18242723300414,6.084489242713043
is helping,3,0,2,3.9023678594812834,6.079543201564335
an ordinary,1,0,2,5.904795496405861,6.078078583710732
british prime,1,0,2,5.904795496405861,6.078078583710732
definitely strengthen,1,0,2,5.904795496405861,6.078078583710732
just said,1,0,2,5.904795496405861,6.078078583710732
their personal,1,0,2,5.904795496405861,6.078078583710732
what holds,1,0,2,5.904795496405861,6.078078583710732
energy equipment,1,0,2,5.837824870299678,6.06710483427557
made an,1,0,2,5.837824870299678,6.06710483427557
missile regiment,1,0,2,5.837824870299678,6.06710483427557
missile terror,1,0,2,5.837824870299678,6.06710483427557
most powerful,1,0,2,5.837824870299678,6.06710483427557
sanctions package,1,0,2,5.837824870299678,6.06710483427557
been made,1,0,2,5.805949661769228,6.060642559388364
madam first,1,0,2,5.805949661769228,6.060642559388364
will only,2,0,2,4.58022546261839,6.0563844425807565
loved ones,2,0,2,9.912907332488178,6.048747014265158
others under,2,0,2,9.912907332488178,6.048747014265158
people's deputies,2,0,2,9.912907332488178,6.048747014265158
shot down,2,0,2,9.912907332488178,6.048747014265158
took part,2,0,2,9.912907332488178,6.048747014265158
ukraine's membership,2,0,2,9.912907332488178,6.048747014265158
support at,2,0,2,4.248388785456935,6.047787892997128
have worked,2,0,2,6.31471956779135,6.047663625244846
protects ukrainian,2,0,2,4.325471903315291,6.046690991357327
a very,4,0,2,3.117716808261847,6.0448864145586665
the warriors,14,0,2,1.9385812373686302,6.042266138486104
inviting me,3,0,2,9.361651730625692,6.038603980407574
stand strong,1,0,2,6.441938428489226,6.031281708183797
after february,1,0,2,6.441938428489225,6.031281708183796
but real,1,0,2,6.441938428489225,6.031281708183796
special title,1,0,2,6.441938428489225,6.031281708183796
result in,4,0,2,4.774679519199335,6.029798105538453
attacks against,1,0,2,7.204361696454751,6.0274521024583
excellent service,1,0,2,7.204361696454751,6.0274521024583
giving me,1,0,2,7.204361696454751,6.0274521024583
hear me,1,0,2,7.204361696454751,6.0274521024583
significantly strengthen,1,0,2,7.204361696454751,6.0274521024583
make concrete,1,0,2,7.20436169645475,6.027452102458299
their injuries,1,0,2,7.20436169645475,6.027452102458299
their territory,1,0,2,7.20436169645475,6.027452102458299
honor of,6,0,2,3.3549904468113243,6.02706092873103
ukrainian paratroopers,2,0,2,6.291391743378968,6.026817549834279
assault company,1,0,2,6.105395375353573,6.0259961409426355
express their,1,0,2,6.105395375353573,6.0259961409426355
several international,1,0,2,6.105395375353573,6.0259961409426355
special group,1,0,2,6.105395375353573,6.0259961409426355
strong start,1,0,2,6.105395375353573,6.0259961409426355
decisions were,1,0,2,5.931041988208794,6.025292565636132
missiles were,1,0,2,5.931041988208794,6.025292565636132
dear ukrainians,3,0,2,3.555632870491303,6.017302819786144
am especially,2,0,2,4.544681424507441,6.012680060239846
country separately,1,0,2,5.813752901685695,6.010793997263313
protects our,5,0,2,3.305436568980504,6.008979392915654
who gave,5,0,2,4.1148211594211,5.999314856138919
forces fighters,1,0,2,5.7376705952282565,5.9955653120401635
just signed,1,0,2,5.7376705952282565,5.9955653120401635
leaders whose,1,0,2,5.7376705952282565,5.9955653120401635
their history,1,0,2,5.7376705952282565,5.9955653120401635
want freedom,2,0,2,4.277127791343449,5.985909309783081
energy assistance,1,0,2,5.694653210144565,5.984982322370832
held an,1,0,2,5.694653210144565,5.984982322370832
only thing,1,0,2,5.694653210144565,5.984982322370832
ukrainians out,1,0,2,5.694653210144565,5.984982322370832
continued support,3,0,2,4.293662440172081,5.984571794765053
let them,1,0,2,5.680715702300783,5.981253073108231
please know,1,0,2,5.680715702300783,5.981253073108231
strike on,2,0,2,5.40079578018108,5.9794442446428215
that there,3,0,2,3.835382253178323,5.9791887507911925
already come,1,0,2,6.37040864799264,5.977710869715203
already given,1,0,2,6.37040864799264,5.977710869715203
already thanked,1,0,2,6.37040864799264,5.977710869715203
capable forces,1,0,2,6.370408647992639,5.977710869715203
great team,1,0,2,6.37040864799264,5.977710869715203
injured by,1,0,2,6.370408647992639,5.977710869715203
really hard,1,0,2,6.37040864799264,5.977710869715203
really something,1,0,2,6.37040864799264,5.977710869715203
show resilience,1,0,2,6.370408647992639,5.977710869715203
such signals,1,0,2,6.37040864799264,5.977710869715203
holds positions,1,0,2,6.0338655898416524,5.970270771968129
need such,1,0,2,6.0338655898416524,5.970270771968129
such constant,1,0,2,6.0338655898416524,5.970270771968129
country traditionally,1,0,2,7.113319121788816,5.968606892226664
country where,1,0,2,7.113319121788816,5.968606892226664
despite everything,1,0,2,7.113319121788817,5.968606892226664
first parliamentary,1,0,2,7.113319121788816,5.968606892226664
gradually make,1,0,2,7.113319121788817,5.968606892226664
general moskalyov's,2,0,2,9.661522142814658,5.966298075710316
gray areas,2,0,2,9.661522142814658,5.966298075710316
honorable professorial,2,0,2,9.661522142814658,5.966298075710316
intelligence directorate,2,0,2,9.661522142814658,5.966298075710316
unconditional personal,2,0,2,9.661522142814658,5.966298075710316
waking up,2,0,2,9.661522142814658,5.966298075710316
war crimes,2,0,2,9.661522142814658,5.966298075710316
defending ourselves,1,0,2,5.854010125542891,5.965305736285452
many international,1,0,2,5.854010125542891,5.965305736285452
special care,1,0,2,5.854010125542891,5.965305736285452
freedom and,6,0,2,2.9006933945238997,5.96508677002901
it will,4,0,2,3.031557325188636,5.959650760708141
united europe,2,0,2,4.149086319774276,5.9489113245421175
international law,1,0,2,5.730300471216869,5.946664283843595
dear deputies,2,0,2,4.9735390783376525,5.943778020529284
dear representatives,2,0,2,4.9735390783376525,5.943778020529284
americans who,5,0,2,4.542225448198656,5.938783732590521
gives us,3,0,2,5.8272424510889635,5.938704146049742
do everything,1,0,2,5.6466279954927545,5.927290998867765
always stand,1,0,2,6.303646451964194,5.926685149246602
by eur,1,0,2,6.303646451964194,5.926685149246602
new agreements,1,0,2,6.303646451964194,5.926685149246602
new principles,1,0,2,6.303646451964194,5.926685149246602
actions as,1,0,2,6.303646451964193,5.926685149246601
bakhmut direction,1,0,2,6.303646451964193,5.926685149246601
i’m personally,1,0,2,6.303646451964193,5.926685149246601
leader personally,1,0,2,6.303646451964193,5.926685149246601
tavria direction,1,0,2,6.303646451964193,5.926685149246601
used as,1,0,2,6.303646451964193,5.926685149246601
dear attendees,2,0,2,4.7221535414739115,5.91805338816689
always brave,1,0,2,5.967103388797161,5.917114020144951
live france,1,0,2,5.967103388797161,5.917114020144951
new ambassadors,1,0,2,5.967103388797161,5.917114020144951
new financial,1,0,2,5.967103388797161,5.917114020144951
union as,1,0,2,5.967103388797161,5.917114020144951
values peace,1,0,2,5.967103388797161,5.917114020144951
can guarantee,1,0,2,7.029866711377066,5.913082135636906
can significantly,1,0,2,7.029866711377066,5.913082135636906
drones were,1,0,2,7.029866711377067,5.913082135636906
french president,1,0,2,7.029866711377067,5.913082135636906
were reports,1,0,2,7.029866711377066,5.913082135636906
madam prime,1,0,2,5.594498930057807,5.912548818108745
security service,1,0,2,5.594498930057807,5.912548818108745
defending freedom,2,0,2,4.193675169764117,5.909513694483078
already started,1,0,2,5.7824803350149265,5.908107071676827
another decision,1,0,2,5.7824803350149265,5.908107071676827
best week,1,0,2,5.7824803350149265,5.908107071676827
great respect,1,0,2,5.7824803350149265,5.908107071676827
next week,1,0,2,5.7824803350149265,5.908107071676827
such systems,1,0,2,5.7824803350149265,5.908107071676827
such unity,1,0,2,5.7824803350149265,5.908107071676827
peace closer,1,0,2,5.569419245660783,5.904741358686227
i signed,4,0,2,4.222327608408348,5.9018465361929735
exchange fund,3,0,2,12.195431225930179,5.890904325706355
aerial reconnaissance,2,0,2,9.460780680952364,5.887869767145531
bold actions,2,0,2,9.460780680952364,5.887869767145531
go through,2,0,2,9.460780680952364,5.887869767145531
gone through,2,0,2,9.460780680952364,5.887869767145531
highlight two,2,0,2,9.460780680952364,5.887869767145531
looking forward,2,0,2,9.460780680952364,5.887869767145531
may dictatorship,2,0,2,9.460780680952364,5.887869767145531
than alone,2,0,2,9.460780680952364,5.887869767145531
assault troops,1,0,2,5.653268603534921,5.8855342732190215
strong british,1,0,2,5.653268603534921,5.8855342732190215
strength in,4,0,2,3.3390201367102645,5.881872633252102
became leaders,1,0,2,6.24105526843704,5.878004106290124
other leaders,1,0,2,6.24105526843704,5.878004106290124
saves lives,1,0,2,6.24105526843704,5.878004106290124
separate marine,2,0,2,6.122002994463012,5.874184802049421
assistance already,1,0,2,5.9045122002532535,5.866335565907901
having time,1,0,2,5.9045122002532535,5.866335565907901
must defend,1,0,2,5.9045122002532535,5.866335565907901
need air,1,0,2,5.9045122002532535,5.866335565907901
polish leaders,1,0,2,5.9045122002532535,5.866335565907901
can use,1,0,2,5.563175560007884,5.862201421671996
93rd mechanized,1,0,2,6.952834863755034,5.860586409257312
consistently defending,1,0,2,6.952834863755034,5.860586409257312
strong historical,1,0,2,6.952834863755033,5.860586409257311
difficult year,1,0,2,5.7157181289536805,5.853504467575502
first countries,1,0,2,5.503456325306261,5.843418870845678
be united,2,0,2,4.116643110944556,5.83539851842352
every ukrainian,4,0,2,2.97627759100614,5.834227427632562
combat units,1,0,2,5.469264960557982,5.83150646729846
what american,1,0,2,5.469264960557982,5.83150646729846
let me,1,0,2,5.4692649605579815,5.831506467298459
positions there,1,0,2,5.4692649605579815,5.831506467298459
freedom cannot,1,0,2,6.182143936851532,5.83148377788508
has received,1,0,2,6.182143936851532,5.83148377788508
these circumstances,1,0,2,6.182143936851532,5.83148377788508
these companies,1,0,2,6.182143936851532,5.83148377788508
these three,1,0,2,6.182143936851532,5.83148377788508
historical leadership,1,0,2,6.182143936851531,5.831483777885079
look at,1,0,2,6.182143936851531,5.831483777885079
meaningful summit,1,0,2,6.182143936851531,5.831483777885079
moral leadership,1,0,2,6.182143936851531,5.831483777885079
signals at,1,0,2,6.182143936851531,5.831483777885079
powerful result,1,0,2,5.458122784004741,5.827445143266876
exactly such,1,0,2,5.5817388079902015,5.827220559986526
really bring,1,0,2,5.5817388079902015,5.827220559986526
really effective,1,0,2,5.5817388079902015,5.827220559986526
saved by,1,0,2,5.5817388079902015,5.827220559986526
step by,1,0,2,5.5817388079902015,5.827220559986526
warriors who,6,0,2,2.6570198033841854,5.82168360553849
the award,9,0,2,2.678225064039487,5.820799095315325
attention means,1,0,2,5.845600863650279,5.817757819278569
freedom even,1,0,2,5.845600863650279,5.817757819278569
humanitarian leadership,1,0,2,5.845600863650279,5.817757819278569
personal leadership,1,0,2,5.845600863650279,5.817757819278569
strike at,1,0,2,5.845600863650279,5.817757819278569
finally able,2,0,2,9.293655824880819,5.8154483343645165
held talks,2,0,2,9.293655824880819,5.8154483343645165
highest power,2,0,2,9.293655824880819,5.8154483343645165
no gray,2,0,2,9.293655824880819,5.8154483343645165
brought such,1,0,2,6.881305088273071,5.810848580488376
gathered by,1,0,2,6.881305088273071,5.810848580488376
i'm sure,1,0,2,6.881305088273071,5.810848580488376
past week,1,0,2,6.881305088273071,5.810848580488376
shared by,1,0,2,6.881305088273071,5.810848580488376
really became,1,0,2,6.88130508827307,5.810848580488375
really value,1,0,2,6.88130508827307,5.810848580488375
such aggressive,1,0,2,6.88130508827307,5.810848580488375
such losses,1,0,2,6.88130508827307,5.810848580488375
saving lives,1,0,2,5.653126935392307,5.801311796097608
over their,1,0,2,5.486143687309181,5.800143239847831
protecting international,1,0,2,5.486143687309181,5.800143239847831
being implemented,1,0,2,6.126503249116682,5.786956825669656
being injured,1,0,2,6.126503249116682,5.786956825669656
at the,9,0,2,2.4587260870219594,5.784677446720939
our independence,5,0,2,4.419924192585756,5.780596727462488
support for,8,0,2,2.3146456518925964,5.774433095736641
kherson direction,1,0,2,5.51497659691149,5.771533289045787
me personally,1,0,2,5.51497659691149,5.771533289045787
being ready,1,0,2,5.7899601708972535,5.771217267611823
border detachment,1,0,2,5.7899601708972535,5.771217267611823
several combat,1,0,2,5.7899601708972535,5.771217267611823
ukrainian warriors,3,0,2,3.3280498959574616,5.763677921150763
also as,2,0,2,4.04511312423511,5.763661625386725
always effectively,1,0,2,6.814542897259959,5.763622483602462
minister sunak,1,0,2,6.814542897259959,5.763622483602462
new status,1,0,2,6.814542897259959,5.763622483602462
qualities as,1,0,2,6.81454289725996,5.763622483602462
restoring peace,1,0,2,6.81454289725996,5.763622483602462
win as,1,0,2,6.81454289725996,5.763622483602462
stands for,8,0,2,5.109538643418756,5.761361908849085
leaders here,1,0,2,5.357968493885184,5.75348277415478
these attacks,1,0,2,5.594215593771158,5.751353790969596
ukraine's victory,1,0,2,5.594215593771157,5.7513537909695955
the ukrainian,13,0,2,1.8994270773461484,5.749112860643353
4th operational,2,0,2,9.150484204822817,5.748993797780811
please agree,2,0,2,9.150484204822817,5.748993797780811
day before,1,0,2,6.073788674033044,5.74427173441494
fighting near,1,0,2,6.073788674033044,5.74427173441494
world may,1,0,2,6.073788674033044,5.74427173441494
destroy enemy,1,0,2,6.073788674033043,5.744271734414939
ourselves together,1,0,2,6.073788674033043,5.744271734414939
path together,1,0,2,6.073788674033043,5.744271734414939
provide more,1,0,2,6.073788674033043,5.744271734414939
show more,1,0,2,6.073788674033043,5.744271734414939
something more,1,0,2,6.073788674033043,5.744271734414939
british people,2,0,2,4.57444058130248,5.741803867448945
it's great,1,0,2,5.414613886746996,5.740933439640158
as a,3,0,2,3.3809376695205877,5.740835444559396
separate mountain,7,0,2,8.421428069431734,5.736819748485619
evil together,1,0,2,5.737245590794728,5.726564477555942
repelling enemy,1,0,2,5.737245590794728,5.726564477555942
solidarity together,1,0,2,5.737245590794728,5.726564477555942
city lives,1,0,2,5.45238539833194,5.7182872449188045
last time,1,0,2,5.45238539833194,5.7182872449188045
save lives,1,0,2,5.45238539833194,5.7182872449188045
again helped,1,0,2,5.342972007088467,5.714670327208731
week strong,1,0,2,5.342972007088467,5.714670327208731
possible a,2,0,2,4.549757128697287,5.71217659978154
chernihiv border,1,0,2,6.023707406841279,5.703291594876552
were made,1,0,2,5.29476990527059,5.694998187685256
people after,2,0,2,4.0050623117447905,5.691410955059197
portugal stands,2,0,2,9.025250280441828,5.687949414643321
powerful responses,2,0,2,9.025250280441828,5.687949414643321
supports olena,2,0,2,9.025250280441828,5.687949414643321
memory to,7,0,2,3.6872276389154917,5.6860506835799205
by joint,1,0,2,5.347851670650107,5.684381708823351
that gives,3,0,2,5.570483094382916,5.683916496305481
guards always,1,0,2,5.687164318583363,5.683663423671928
real heroes,1,0,2,5.687164318583363,5.683663423671928
which allows,1,0,2,5.687164318583363,5.683663423671928
personally thank,2,0,2,4.525661523721105,5.683209917819425
country closer,1,0,2,5.266925879099417,5.6829187660893
on february,2,0,2,5.9116924721014605,5.681993559448299
on honoring,2,0,2,5.9116924721014605,5.681993559448299
ukraine cannot,2,0,2,5.9116924721014605,5.681993559448299
their bravery,1,0,2,5.257814198748162,5.678853749115366
35th and,5,0,2,4.34126089121869,5.678698240822794
frontline has,1,0,2,6.693040392180098,5.675846042364221
gathered at,1,0,2,6.693040392180098,5.675846042364221
his new,1,0,2,6.693040392180098,5.675846042364221
parliamentary summit,1,0,2,6.693040392180098,5.675846042364221
yesterday at,1,0,2,6.693040392180098,5.675846042364221
has brought,1,0,2,6.693040392180097,5.6758460423642205
has sent,1,0,2,6.693040392180097,5.6758460423642205
are truly,2,0,2,4.271053806896791,5.671283406096323
128th separate,7,0,2,8.318943511150374,5.669752883343587
bring new,1,0,2,5.3934740516919035,5.667307223556527
bring victory,1,0,2,5.3934740516919035,5.667307223556527
needs new,1,0,2,5.3934740516919035,5.667307223556527
is really,3,0,2,3.4393873986373187,5.666249253492291
today is,4,0,2,2.9393014317429658,5.665378862253301
at once,1,0,2,5.976008506215322,5.663892750707919
every leader,2,0,2,5.101754531553919,5.662442944953315
every person,2,0,2,5.101754531553919,5.662442944953315
day when,1,0,2,5.485860310877119,5.657505291053977
common enemy,1,0,2,5.4858603108771185,5.657505291053976
efforts together,1,0,2,5.4858603108771185,5.657505291053976
wish you,5,0,2,3.8768069612858307,5.655805463947866
ukrainians after,1,0,2,5.271442201508106,5.654711794576102
week after,1,0,2,5.271442201508106,5.654711794576102
` s,2,0,2,11.859029735683244,5.653525149924908
chrystia freeland,2,0,2,11.859029735683244,5.653525149924908
crucial moment,2,0,2,11.859029735683244,5.653525149924908
der leyen,2,0,2,11.859029735683244,5.653525149924908
displaced persons,2,0,2,11.859029735683244,5.653525149924908
fumio kishida,2,0,2,11.859029735683244,5.653525149924908
giorgia meloni,2,0,2,11.859029735683244,5.653525149924908
god bless,2,0,2,11.859029735683244,5.653525149924908
gorzów wielkopolski,2,0,2,11.859029735683244,5.653525149924908
olena zelenska,2,0,2,11.859029735683244,5.653525149924908
salut moldova,2,0,2,11.859029735683244,5.653525149924908
shows concern,2,0,2,11.859029735683244,5.653525149924908
sir paul,2,0,2,11.859029735683244,5.653525149924908
than a,2,0,2,4.349015253791729,5.6427894051955105
our positions,5,0,2,2.9842583775434632,5.6410032747927215
being wounded,1,0,2,6.637399709462713,5.634923373054552
together we’ve,1,0,2,6.637399709462713,5.634923373054552
brigade of,7,0,2,2.4533440366138675,5.634829667923166
an unconditional,2,0,2,8.913953858894256,5.631674820651053
emergency service,2,0,2,8.913953858894256,5.631674820651053
much more,2,0,2,3.900336876213992,5.629070278343951
this day,4,0,2,2.9266267532628194,5.628306911096361
with denmark,2,0,2,4.696961300577221,5.62716394465648
with representatives,2,0,2,4.696961300577221,5.62716394465648
as well,1,0,2,5.9304752754815535,5.625963453222131
our cooperation,6,0,2,5.10062379295649,5.621272144065717
our defenders,6,0,2,5.10062379295649,5.621272144065717
when we,2,0,2,3.933532299805245,5.618820456809673
border areas,1,0,2,5.33783334890039,5.618430316547474
state needs,1,0,2,5.33783334890039,5.618430316547474
enemy closer,1,0,2,5.1834734285621495,5.615661334815848
international security,1,0,2,5.1834734285621495,5.615661334815848
national security,1,0,2,5.1834734285621495,5.615661334815848
we must,2,0,2,4.686020408341711,5.614532344255497
12 billion,1,0,2,10.249591823249144,5.613873075062554
13 shaheds,1,0,2,10.249591823249144,5.613873075062554
1st presidential,1,0,2,10.249591823249144,5.613873075062554
50 billion,1,0,2,10.249591823249144,5.613873075062554
anticorruption strategy,1,0,2,10.249591823249144,5.613873075062554
audience gathered,1,0,2,10.249591823249144,5.613873075062554
australians gathered,1,0,2,10.249591823249144,5.613873075062554
avdiivka area,1,0,2,10.249591823249144,5.613873075062554
battle-hardened deeds,1,0,2,10.249591823249144,5.613873075062554
bless america,1,0,2,10.249591823249144,5.613873075062554
changed significantly,1,0,2,10.249591823249144,5.613873075062554
chinese presidency,1,0,2,10.249591823249144,5.613873075062554
commander denys,1,0,2,10.249591823249144,5.613873075062554
commission ursula,1,0,2,10.249591823249144,5.613873075062554
communications damaged,1,0,2,10.249591823249144,5.613873075062554
communities directly,1,0,2,10.249591823249144,5.613873075062554
community complete,1,0,2,10.249591823249144,5.613873075062554
concrete arrangements,1,0,2,10.249591823249144,5.613873075062554
crime led,1,0,2,10.249591823249144,5.613873075062554
davids shall,1,0,2,10.249591823249144,5.613873075062554
decide anything,1,0,2,10.249591823249144,5.613873075062554
education system,1,0,2,10.249591823249144,5.613873075062554
efficient wings,1,0,2,10.249591823249144,5.613873075062554
events tomorrow,1,0,2,10.249591823249144,5.613873075062554
fifth guideline,1,0,2,10.249591823249144,5.613873075062554
filigree destruction,1,0,2,10.249591823249144,5.613873075062554
fourth copenhagen,1,0,2,10.249591823249144,5.613873075062554
fully informed,1,0,2,10.249591823249144,5.613873075062554
fundamental condition,1,0,2,10.249591823249144,5.613873075062554
giving meaning,1,0,2,10.249591823249144,5.613873075062554
gradually deprive,1,0,2,10.249591823249144,5.613873075062554
green corridors,1,0,2,10.249591823249144,5.613873075062554
green generation,1,0,2,10.249591823249144,5.613873075062554
hetman danylo,1,0,2,10.249591823249144,5.613873075062554
high-class ambulances,1,0,2,10.249591823249144,5.613873075062554
his majesty's,1,0,2,10.249591823249144,5.613873075062554
hospitals across,1,0,2,10.249591823249144,5.613873075062554
human qualities,1,0,2,10.249591823249144,5.613873075062554
inflicts tangible,1,0,2,10.249591823249144,5.613873075062554
instrument presented,1,0,2,10.249591823249144,5.613873075062554
ivan hrysiuk,1,0,2,10.249591823249144,5.613873075062554
ivan mazepa,1,0,2,10.249591823249144,5.613873075062554
japan's chairmanship,1,0,2,10.249591823249144,5.613873075062554
javelin anti-tank,1,0,2,10.249591823249144,5.613873075062554
july 9,1,0,2,10.249591823249144,5.613873075062554
la libertad,1,0,2,10.249591823249144,5.613873075062554
la patria,1,0,2,10.249591823249144,5.613873075062554
let's reduce,1,0,2,10.249591823249144,5.613873075062554
lieutenant ivan,1,0,2,10.249591823249144,5.613873075062554
limited russia's,1,0,2,10.249591823249144,5.613873075062554
lithuania became,1,0,2,10.249591823249144,5.613873075062554
maritime academy,1,0,2,10.249591823249144,5.613873075062554
million shells,1,0,2,10.249591823249144,5.613873075062554
navy seals,1,0,2,10.249591823249144,5.613873075062554
netherlands announced,1,0,2,10.249591823249144,5.613873075062554
odessa maritime,1,0,2,10.249591823249144,5.613873075062554
olympic committee,1,0,2,10.249591823249144,5.613873075062554
overall strategy,1,0,2,10.249591823249144,5.613873075062554
parliamentary committees,1,0,2,10.249591823249144,5.613873075062554
pleasant regarding,1,0,2,10.249591823249144,5.613873075062554
production potential,1,0,2,10.249591823249144,5.613873075062554
quite high-profile,1,0,2,10.249591823249144,5.613873075062554
radiation safety,1,0,2,10.249591823249144,5.613873075062554
rather long,1,0,2,10.249591823249144,5.613873075062554
recognize senior,1,0,2,10.249591823249144,5.613873075062554
rehabilitation programs,1,0,2,10.249591823249144,5.613873075062554
relevant motto,1,0,2,10.249591823249144,5.613873075062554
rightful place,1,0,2,10.249591823249144,5.613873075062554
rishi sunak,1,0,2,10.249591823249144,5.613873075062554
shell evacuation,1,0,2,10.249591823249144,5.613873075062554
simply amazing,1,0,2,10.249591823249144,5.613873075062554
simply thought,1,0,2,10.249591823249144,5.613873075062554
single minute,1,0,2,10.249591823249144,5.613873075062554
soldier oleksandr,1,0,2,10.249591823249144,5.613873075062554
spare themselves,1,0,2,10.249591823249144,5.613873075062554
tangible hits,1,0,2,10.249591823249144,5.613873075062554
thing worth,1,0,2,10.249591823249144,5.613873075062554
traditionally celebrates,1,0,2,10.249591823249144,5.613873075062554
transfer millions,1,0,2,10.249591823249144,5.613873075062554
transfer nasams,1,0,2,10.249591823249144,5.613873075062554
treats injuries,1,0,2,10.249591823249144,5.613873075062554
university communities,1,0,2,10.249591823249144,5.613873075062554
various dictators,1,0,2,10.249591823249144,5.613873075062554
whether it's,1,0,2,10.249591823249144,5.613873075062554
worthy repulse,1,0,2,10.249591823249144,5.613873075062554
which brings,1,0,2,5.435779033645447,5.613329279398333
their accuracy,1,0,2,5.166771578944219,5.607674244845581
ukrainians who,4,0,2,3.750536806325544,5.605948445771314
supporting us,3,0,2,3.313725051356897,5.599599136490383
in positions,4,0,2,3.134454577629605,5.598319685192966
every destroyed,2,0,2,4.3130836024553,5.598172971236073
by step,1,0,2,5.204679980392332,5.597443082453086
more determination,1,0,2,6.5846851393972505,5.595763193940138
more opportunities,1,0,2,6.5846851393972505,5.595763193940138
with weapons,2,0,2,5.033504752125111,5.589333315940852
with government,2,0,2,4.445575652297709,5.586629473573598
strength and,5,0,2,3.0057501404793925,5.584470829643879
protecting our,4,0,2,3.9893826045144407,5.58049440056285
latest results,2,0,2,8.81379960888885,5.579573658583229
second summit,1,0,2,5.2263491153920345,5.578517549446831
we discussed,2,0,2,5.02256386496153,5.57759055734492
we need,2,0,2,5.02256386496153,5.57759055734492
this format,3,0,2,5.462918663116541,5.5765189470231045
ukraine will,4,0,2,2.813636747132342,5.573865119614391
we continue,2,0,2,4.434634754989549,5.573400320039072
destroyed enemy,1,0,2,5.285118758757957,5.571506531773578
at posts,1,0,2,5.388080122978157,5.570815719982339
a task,2,0,2,5.011739853186662,5.565967242612643
your accuracy,5,0,2,3.1354410910225208,5.564372174634162
not forget,1,0,2,5.550376198542799,5.56429037439236
not having,1,0,2,5.550376198542799,5.56429037439236
270 million,1,0,2,9.738695453108875,5.561122847866498
39th anti-aircraft,1,0,2,9.738695453108875,5.561122847866498
9 months,1,0,2,9.738695453108875,5.561122847866498
adults received,1,0,2,9.738695453108875,5.561122847866498
brilliant performance,1,0,2,9.738695453108875,5.561122847866498
copenhagen democracy,1,0,2,9.738695453108875,5.561122847866498
deeds since,1,0,2,9.738695453108875,5.561122847866498
deliver 200,1,0,2,9.738695453108875,5.561122847866498
island makes,1,0,2,9.738695453108875,5.561122847866498
it’s true,1,0,2,9.738695453108875,5.561122847866498
justin trudeau,1,0,2,9.738695453108875,5.561122847866498
key issue,1,0,2,9.738695453108875,5.561122847866498
large number,1,0,2,9.738695453108875,5.561122847866498
nine months,1,0,2,9.738695453108875,5.561122847866498
performing tasks,1,0,2,9.738695453108875,5.561122847866498
rzeszów back,1,0,2,9.738695453108875,5.561122847866498
six months,1,0,2,9.738695453108875,5.561122847866498
skillfully destroy,1,0,2,9.738695453108875,5.561122847866498
